throughput,packet_loss,jitter
104.0,0.58,0.064
105.0,0.056,0.04
106.0,0.13,0.022
104.0,0.057,0.262
105.0,0.17,0.05
104.0,0.49,0.066
104.0,1.2,0.055
104.0,1.2,0.023
104.0,0.36,0.024
104.0,0.034,0.497
105.0,0.54,0.312
105.0,0.067,0.062
105.0,0.056,0.035
104.0,0.16,0.036
104.0,1.1,0.036
104.0,0.7,0.186
105.0,0.49,0.044
104.0,0.39,0.064
106.0,0.0,0.035
103.0,1.6,0.044
105.0,0.29,0.048
105.0,0.2,0.021
104.0,0.5,0.067
104.0,0.57,0.071
105.0,0.47,0.06
104.0,1.1,0.031
104.0,0.38,0.063
104.0,0.38,0.062
105.0,0.27,0.022
104.0,0.58,0.134
105.0,0.35,0.022
93.7,9.7,0.043
102.0,3.4,0.021
103.0,1.7,0.231
104.0,1.3,0.032
104.0,0.09,0.092
105.0,0.19,0.058
105.0,0.28,0.051
105.0,0.022,0.064
104.0,0.39,0.078
104.0,0.74,0.056
104.0,1.2,0.062
104.0,0.96,0.054
105.0,0.079,0.052
105.0,0.41,0.047
104.0,1.4,0.026
104.0,0.27,0.028
104.0,0.21,0.067
105.0,0.37,0.049
103.0,0.95,0.026
103.0,2.0,0.069
105.0,0.47,0.053
104.0,0.66,0.061
104.0,0.53,0.067
104.0,0.29,0.072
104.0,1.4,0.022
104.0,0.33,0.081
104.0,1.4,0.055
104.0,0.5,0.065
105.0,0.48,0.026
105.0,0.045,0.021
104.0,0.34,0.141
106.0,0.37,0.021
104.0,0.25,0.185
103.0,1.4,0.02
105.0,0.51,0.129
104.0,0.43,0.139
105.0,0.09,0.11
105.0,0.36,0.033
105.0,0.2,0.033
104.0,0.2,0.455
105.0,0.022,0.026
105.0,0.35,0.049
104.0,0.39,0.09
104.0,0.53,0.06
104.0,0.66,0.048
104.0,0.34,0.405
105.0,0.045,0.045
104.0,0.81,0.056
104.0,0.17,0.364
105.0,0.16,0.134
103.0,2.3,0.123
103.0,1.5,0.055
104.0,0.3,0.061
104.0,0.72,0.056
104.0,0.55,0.05
104.0,0.56,0.05
105.0,0.32,0.022
104.0,0.91,0.026
104.0,0.44,0.053
105.0,0.32,0.022
104.0,0.43,0.023
105.0,0.26,0.026
104.0,0.54,0.161
104.0,1.2,0.089
104.0,0.5,0.044
104.0,0.47,0.122
104.0,1.2,0.063
103.0,1.8,0.335
105.0,0.27,0.443
105.0,0.0,0.04
104.0,0.034,0.193
104.0,0.39,0.31
104.0,0.68,0.167
105.0,0.28,0.051
104.0,0.21,0.315
104.0,0.27,0.228
105.0,0.44,0.049
104.0,0.89,0.083
105.0,0.28,0.109
104.0,0.91,0.057
104.0,0.43,0.378
105.0,0.41,0.248
105.0,0.022,0.378
104.0,0.68,0.377
103.0,1.9,0.166
103.0,1.9,0.295
105.0,0.24,0.346
104.0,0.4,0.39
103.0,1.6,0.039
105.0,0.37,0.554
105.0,0.43,0.078
105.0,0.16,0.047
104.0,0.27,0.435
104.0,0.75,0.025
105.0,0.55,0.138
104.0,0.17,0.057
104.0,0.72,0.089
105.0,0.022,0.024
105.0,0.34,0.387
104.0,0.9,0.375
105.0,0.24,0.041
105.0,0.15,0.051
103.0,0.84,0.085
105.0,0.16,0.058
104.0,0.55,0.046
104.0,0.25,0.359
105.0,0.17,0.185
104.0,0.93,0.027
102.0,1.4,0.029
106.0,0.28,0.318
104.0,0.53,0.156
104.0,0.41,0.157
104.0,0.95,0.154
105.0,0.33,0.143
103.0,1.7,0.123
104.0,0.29,0.237
104.0,0.67,0.124
104.0,0.69,0.255
104.0,0.62,0.189
104.0,0.77,0.203
105.0,0.29,0.156
104.0,0.83,0.21
105.0,0.35,0.025
105.0,0.056,0.024
102.0,0.75,0.026
106.0,0.82,0.026
105.0,0.22,0.307
104.0,0.5,0.021
104.0,0.55,0.306
105.0,0.17,0.039
104.0,0.79,0.029
105.0,0.045,0.024
104.0,0.67,0.291
103.0,1.7,0.193
104.0,0.81,0.464
104.0,0.72,0.046
104.0,0.69,0.21
102.0,0.9,0.028
106.0,0.43,0.025
104.0,1.3,0.32
105.0,0.21,0.027
104.0,1.2,0.03
103.0,2.3,0.285
104.0,0.75,0.115
105.0,0.0,0.021
105.0,0.067,0.26
104.0,0.8,0.3
104.0,0.76,0.446
105.0,0.16,0.361
104.0,0.81,0.185
103.0,0.0,0.024
106.0,0.83,0.175
104.0,0.15,0.387
104.0,0.73,0.032
103.0,1.8,0.111
104.0,0.7,0.061
104.0,1.1,0.143
105.0,0.045,0.167
104.0,0.69,0.212
104.0,1.1,0.1
103.0,1.0,0.208
104.0,1.0,0.617
103.0,2.1,0.024
105.0,0.13,0.217
105.0,0.29,0.063
104.0,0.88,0.137
104.0,0.47,0.082
104.0,0.49,0.057
104.0,0.67,0.038
104.0,0.65,0.075
104.0,0.68,0.05
103.0,1.5,0.139
105.0,0.25,0.066
104.0,0.73,0.061
104.0,0.61,0.061
101.0,1.2,0.127
106.0,0.5,0.184
104.0,1.2,0.032
104.0,0.18,0.085
104.0,0.66,0.082
104.0,0.54,0.063
105.0,0.64,0.031
104.0,0.55,0.429
105.0,0.17,0.117
104.0,0.99,0.052
105.0,0.16,0.039
104.0,0.84,0.105
104.0,1.5,0.091
102.0,0.47,0.081
106.0,0.39,0.14
104.0,0.71,0.205
26.2,0.0,0.327
89.6,51.0,0.02
103.0,1.4,0.291
104.0,0.99,0.362
105.0,0.25,0.041
104.0,0.056,0.392
104.0,0.61,0.16
105.0,0.61,0.06
104.0,0.24,0.317
106.0,0.0,0.032
104.0,0.63,0.174
104.0,0.67,0.356
105.0,0.19,0.233
103.0,1.2,0.047
104.0,0.41,0.089
105.0,0.0,0.18
105.0,0.056,0.348
105.0,0.0,0.058
104.0,0.75,0.375
105.0,0.51,0.025
104.0,0.44,0.132
104.0,0.73,0.115
105.0,0.38,0.762
104.0,0.57,0.368
105.0,0.19,0.249
104.0,0.52,0.022
105.0,0.2,0.211
105.0,0.034,0.366
104.0,0.58,0.025
105.0,0.079,0.129
105.0,0.16,0.371
104.0,0.26,0.027
105.0,0.022,0.027
104.0,0.44,0.359
105.0,0.29,0.226
105.0,0.37,0.228
104.0,0.34,0.345
103.0,2.0,0.127
105.0,0.21,0.077
104.0,0.31,0.272
105.0,0.28,0.298
104.0,1.0,0.732
105.0,0.1,0.1
105.0,0.034,0.057
105.0,0.1,0.18
104.0,0.056,0.552
104.0,1.2,0.285
105.0,0.51,0.075
104.0,0.023,0.039
104.0,0.0,0.072
106.0,0.39,0.246
104.0,0.44,0.008
105.0,0.15,0.031
105.0,0.17,0.039
105.0,0.079,0.165
104.0,0.056,0.023
105.0,0.28,0.04
105.0,0.079,0.06
105.0,0.034,0.119
104.0,0.55,0.032
105.0,0.25,0.27
105.0,0.045,0.088
105.0,0.17,0.032
104.0,0.46,0.362
103.0,1.6,0.165
104.0,0.1,0.029
105.0,0.089,0.38
105.0,0.09,0.387
104.0,0.76,0.024
105.0,0.4,0.191
104.0,0.19,0.378
104.0,0.37,0.024
105.0,0.1,0.384
105.0,0.37,0.335
105.0,0.067,0.155
105.0,0.12,0.366
103.0,1.6,0.071
104.0,0.76,0.046
105.0,0.011,0.235
105.0,0.1,0.276
104.0,0.43,0.032
104.0,0.68,0.008
105.0,0.53,0.046
105.0,0.056,0.233
105.0,0.045,0.124
105.0,0.056,0.024
104.0,1.1,0.029
105.0,0.13,0.03
104.0,1.2,0.028
104.0,0.67,0.179
104.0,1.2,0.232
104.0,0.23,0.029
105.0,0.21,0.253
105.0,0.17,0.361
105.0,0.1,0.041
104.0,0.82,0.077
105.0,0.21,0.345
105.0,0.079,0.024
104.0,0.47,0.17
104.0,1.0,0.043
104.0,0.079,0.356
105.0,0.24,0.043
104.0,0.36,0.052
104.0,1.2,0.102
104.0,0.28,0.024
104.0,0.73,0.036
105.0,0.0,0.157
104.0,0.96,0.503
105.0,0.079,0.247
104.0,0.56,0.291
105.0,0.18,0.048
104.0,0.6,0.016
105.0,0.58,0.025
104.0,0.24,0.008
105.0,0.022,0.264
105.0,0.2,0.028
104.0,0.33,0.025
104.0,0.49,0.023
105.0,0.13,0.048
97.7,6.9,0.26
104.0,0.74,0.05
105.0,0.3,0.023
104.0,0.44,0.025
104.0,0.63,0.026
104.0,0.85,0.025
104.0,0.39,0.034
103.0,0.68,0.037
105.0,0.12,0.024
105.0,0.48,0.024
103.0,0.83,0.028
105.0,0.19,0.036
105.0,0.1,0.324
105.0,0.034,0.043
105.0,0.12,0.145
105.0,0.079,0.145
105.0,0.22,0.028
105.0,0.079,0.025
105.0,0.18,0.039
105.0,0.11,0.03
104.0,0.43,0.053
105.0,0.2,0.206
105.0,0.34,0.025
105.0,0.0,0.023
104.0,0.25,0.026
105.0,0.41,0.028
104.0,0.56,0.05
103.0,0.35,0.078
104.0,1.3,0.023
105.0,0.32,0.027
104.0,0.056,0.035
104.0,0.94,0.055
105.0,0.66,0.026
104.0,0.46,0.063
105.0,0.31,0.035
104.0,0.74,0.095
104.0,0.17,0.027
104.0,0.89,0.025
104.0,0.66,0.022
104.0,0.26,0.03
105.0,0.61,0.023
105.0,0.27,0.033
104.0,0.9,0.025
105.0,0.22,0.028
105.0,0.19,0.033
104.0,0.36,0.029
105.0,0.55,0.034
104.0,0.42,0.037
104.0,0.43,0.022
103.0,1.4,0.022
105.0,0.09,0.021
104.0,0.46,0.031
104.0,0.62,0.02
104.0,0.7,0.071
105.0,0.13,0.027
105.0,0.078,0.032
104.0,0.12,0.028
104.0,0.92,0.021
104.0,0.49,0.08
105.0,0.1,0.078
105.0,0.77,0.01
104.0,1.1,0.01
104.0,0.48,0.036
104.0,0.57,0.024
105.0,0.47,0.008
104.0,0.62,0.047
104.0,0.19,0.025
104.0,1.1,0.024
105.0,0.3,0.023
105.0,0.0,0.026
105.0,0.078,0.027
104.0,0.68,0.029
104.0,1.3,0.023
104.0,0.33,0.032
105.0,0.22,0.026
104.0,0.34,0.023
104.0,1.0,0.023
105.0,0.16,0.023
104.0,0.0,0.029
105.0,0.6,0.024
104.0,1.0,0.024
105.0,0.35,0.021
104.0,0.58,0.007
104.0,0.09,0.026
105.0,0.089,0.024
104.0,0.22,0.037
105.0,0.57,0.025
105.0,0.38,0.022
105.0,0.64,0.024
103.0,0.86,0.033
105.0,0.32,0.021
105.0,0.079,0.026
104.0,0.25,0.031
105.0,0.29,0.025
104.0,0.89,0.014
104.0,0.34,0.028
105.0,0.42,0.035
104.0,0.1,0.025
104.0,0.76,0.176
105.0,0.65,0.021
105.0,0.27,0.021
104.0,0.48,0.021
104.0,0.49,0.023
104.0,0.75,0.039
105.0,0.24,0.023
104.0,0.93,0.023
102.0,2.0,0.025
104.0,1.1,0.196
104.0,0.73,0.04
104.0,0.86,0.022
104.0,0.82,0.028
104.0,0.69,0.022
104.0,0.29,0.013
104.0,0.34,0.061
105.0,0.056,0.055
105.0,0.85,0.026
104.0,0.74,0.022
104.0,0.42,0.05
105.0,0.2,0.026
104.0,0.86,0.024
102.0,2.2,0.079
105.0,0.81,0.023
104.0,0.87,0.023
104.0,0.16,0.065
104.0,0.0,0.038
105.0,1.0,0.023
102.0,1.2,0.056
105.0,0.19,0.048
104.0,0.28,0.657
105.0,0.13,0.094
105.0,0.83,0.022
105.0,0.44,0.022
104.0,0.63,0.035
103.0,1.4,0.034
105.0,0.27,0.021
103.0,0.6,0.076
106.0,0.1,0.022
104.0,1.1,0.02
103.0,1.3,0.071
106.0,0.067,0.049
103.0,1.8,0.023
104.0,0.33,0.046
106.0,0.078,0.01
104.0,0.38,0.027
104.0,0.39,0.145
105.0,0.28,0.051
104.0,0.47,0.063
104.0,0.44,0.091
105.0,0.32,0.023
104.0,0.83,0.042
104.0,1.5,0.023
101.0,2.6,0.056
105.0,0.13,0.058
105.0,0.41,0.022
104.0,0.056,0.03
105.0,0.73,0.023
103.0,0.54,0.029
104.0,0.65,0.039
104.0,0.33,0.029
103.0,2.4,0.022
105.0,0.2,0.028
105.0,0.46,0.021
104.0,0.36,0.035
104.0,1.1,0.048
104.0,1.5,0.025
105.0,0.43,0.022
104.0,0.18,0.056
105.0,0.045,0.024
104.0,0.83,0.024
105.0,0.71,0.022
104.0,0.52,0.025
104.0,0.64,0.024
104.0,0.93,0.022
105.0,0.33,0.029
104.0,0.84,0.062
105.0,0.36,0.04
104.0,0.49,0.063
104.0,0.94,0.048
105.0,0.18,0.025
104.0,0.33,0.097
105.0,0.43,0.024
104.0,0.37,0.036
104.0,0.57,0.034
104.0,1.0,0.028
104.0,0.64,0.032
104.0,1.9,0.023
103.0,1.9,0.022
104.0,0.068,0.037
105.0,0.0,0.031
105.0,0.5,0.032
102.0,2.5,0.023
104.0,1.1,0.022
102.0,2.0,0.024
104.0,0.7,0.031
104.0,0.9,0.013
105.0,0.41,0.008
104.0,0.94,0.022
104.0,0.72,0.024
105.0,0.19,0.023
104.0,0.89,0.024
103.0,0.94,0.078
105.0,0.38,0.025
104.0,0.73,0.025
104.0,0.56,0.041
105.0,0.1,0.107
104.0,0.7,0.304
105.0,0.49,0.063
105.0,0.18,0.025
104.0,0.33,0.135
104.0,0.88,0.05
105.0,0.011,0.024
104.0,0.57,0.038
103.0,1.5,0.024
105.0,0.034,0.05
104.0,0.34,0.046
105.0,0.022,0.028
104.0,0.69,0.041
104.0,1.0,0.03
104.0,1.1,0.035
104.0,0.0,0.091
105.0,0.0,0.082
105.0,0.022,0.084
105.0,0.24,0.136
105.0,0.21,0.024
104.0,0.44,0.102
104.0,1.1,0.028
104.0,0.41,0.051
104.0,0.36,0.095
105.0,0.0,0.029
104.0,0.39,0.058
104.0,0.3,0.124
105.0,0.28,0.053
105.0,0.32,0.028
104.0,0.68,0.098
105.0,0.0,0.071
104.0,0.77,0.299
104.0,0.7,0.029
105.0,0.51,0.098
105.0,0.3,0.03
104.0,0.56,0.573
105.0,0.28,0.051
104.0,1.4,0.038
104.0,0.7,0.041
104.0,0.5,0.206
105.0,0.57,0.125
105.0,0.5,0.032
104.0,0.5,0.032
103.0,1.5,0.1
104.0,0.25,0.175
104.0,0.64,0.086
104.0,1.3,0.124
104.0,1.2,0.069
104.0,1.3,0.063
104.0,0.53,0.104
106.0,0.29,0.023
105.0,0.079,0.032
104.0,0.42,0.145
104.0,0.46,0.122
104.0,0.73,0.051
104.0,0.45,0.12
105.0,0.67,0.02
104.0,1.2,0.025
104.0,0.4,0.009
104.0,0.56,0.343
104.0,0.85,0.023
103.0,1.3,0.037
103.0,1.6,0.254
105.0,0.18,0.257
103.0,1.5,0.306
105.0,0.09,0.078
105.0,0.51,0.098
104.0,0.57,0.489
105.0,0.31,0.22
104.0,0.034,0.041
105.0,0.4,0.041
104.0,0.16,0.515
105.0,0.0,0.303
105.0,0.45,0.119
105.0,0.11,0.097
104.0,0.2,0.36
104.0,0.86,0.174
105.0,0.067,0.068
104.0,0.53,0.059
105.0,0.078,0.079
105.0,0.49,0.03
104.0,0.71,0.091
104.0,0.89,0.203
104.0,0.33,0.115
105.0,0.34,0.265
105.0,0.034,0.426
104.0,0.59,0.251
104.0,1.1,0.028
69.975,18.55,0.10275
69.975,18.55,0.10275
35.95,36.0,0.1775
105.0,0.43,0.113
105.0,0.27,0.077
104.0,0.61,0.139
105.0,0.09,0.114
104.0,0.42,0.161
104.0,0.82,0.626
104.0,0.38,0.316
104.0,0.29,0.114
104.0,0.17,0.438
105.0,0.034,0.142
104.0,0.66,0.353
104.0,0.3,0.031
105.0,0.28,0.383
104.0,0.21,0.601
105.0,0.13,0.489
98.2,6.3,0.044
104.0,0.75,0.136
104.0,0.67,0.282
104.0,0.63,0.367
105.0,0.25,0.238
104.0,0.74,0.081
104.0,0.3,0.382
104.0,0.4,0.252
105.0,0.53,0.089
105.0,0.18,0.16
104.0,0.65,0.209
105.0,0.045,0.171
105.0,0.48,0.066
105.0,0.15,0.023
104.0,0.38,0.028
105.0,0.045,0.283
104.0,0.55,0.034
105.0,0.24,0.008
105.0,0.36,0.235
105.0,0.25,0.394
105.0,0.022,0.029
105.0,0.22,0.219
104.0,0.94,0.385
105.0,0.09,0.252
104.0,0.51,0.023
104.0,0.37,0.382
104.0,0.4,0.353
105.0,0.0,0.061
104.0,0.9,0.311
104.0,0.75,0.236
104.0,0.56,0.293
104.0,0.4,0.103
105.0,0.57,0.124
104.0,0.18,0.076
105.0,0.36,0.187
104.0,0.49,0.027
104.0,1.1,0.11
104.0,0.34,0.186
104.0,0.84,0.025
105.0,0.11,0.03
104.0,0.43,0.327
105.0,0.067,0.363
104.0,0.31,0.969
104.0,0.48,0.033
105.0,0.66,0.028
105.0,0.21,0.026
104.0,0.65,0.057
104.0,0.76,0.022
104.0,0.57,0.022
104.0,0.49,0.029
105.0,0.29,0.028
104.0,0.4,0.2
104.0,0.38,0.029
105.0,0.078,0.022
105.0,0.045,0.283
104.0,0.46,0.029
104.0,0.63,0.025
104.0,0.44,0.099
104.0,0.37,0.254
104.0,0.56,0.025
105.0,0.3,0.243
104.0,0.64,0.042
105.0,0.067,0.296
104.0,0.48,0.054
104.0,0.4,0.303
105.0,0.21,0.038
104.0,1.0,0.042
105.0,0.26,0.124
105.0,0.067,0.026
105.0,0.33,0.684
104.0,0.35,0.1
28.6,0.29,0.051
87.1,52.0,0.194
103.0,0.98,0.027
105.0,0.71,0.025
104.0,0.55,0.022
105.0,0.4,0.036
105.0,0.15,0.022
104.0,0.41,0.022
104.0,0.67,0.142
105.0,0.045,0.168
104.0,0.38,0.087
104.0,0.37,0.024
104.0,0.98,0.035
105.0,0.16,0.053
104.0,0.42,0.016
105.0,0.55,0.209
105.0,0.45,0.296
105.0,0.21,0.025
105.0,0.045,0.025
104.0,0.29,0.29
104.0,0.61,0.01
104.0,0.22,0.105
105.0,0.0,0.029
105.0,0.2,0.297
104.0,0.57,0.019
105.0,0.38,0.303
104.0,0.54,0.04
105.0,0.43,0.033
104.0,0.64,0.076
104.0,0.76,0.201
105.0,0.22,0.26
105.0,0.19,0.051
74.975,19.095,0.04
44.95,38.0,0.029
104.0,1.2,0.026
104.0,0.62,0.038
104.0,0.92,0.025
103.0,0.24,0.38
106.0,0.1,0.023
104.0,0.45,0.112
105.0,0.28,0.104
104.0,0.88,0.042
105.0,0.022,0.08
105.0,0.7,0.022
103.0,0.42,0.251
106.0,0.033,0.031
105.0,0.2,0.044
105.0,0.26,0.059
104.0,0.79,0.035
104.0,0.42,0.043
104.0,0.55,0.026
105.0,0.55,0.022
103.0,0.63,0.087
106.0,0.18,0.022
105.0,0.13,0.056
104.0,0.16,0.077
106.0,0.32,0.026
104.0,0.091,0.037
105.0,0.45,0.028
105.0,0.77,0.008
104.0,0.31,0.105
105.0,0.034,0.159
105.0,0.34,0.086
105.0,0.22,0.271
104.0,1.3,0.045
104.0,0.89,0.016
103.0,1.1,0.225
104.0,0.39,0.333
105.0,0.61,0.028
104.0,0.36,0.1
105.0,0.48,0.028
104.0,1.2,0.032
105.0,0.56,0.023
104.0,0.56,0.022
103.0,1.0,0.068
104.0,0.66,0.076
104.0,1.0,0.023
104.0,0.12,0.056
104.0,0.45,0.05
105.0,0.0,0.018
104.0,0.18,0.033
105.0,0.51,0.01
104.0,1.1,0.007
104.0,0.7,0.02
104.0,0.84,0.026
103.0,1.1,0.05
105.0,0.77,0.024
104.0,0.21,0.058
103.0,1.4,0.274
106.0,0.18,0.021
103.0,0.82,0.149
104.0,0.76,0.036
104.0,0.57,0.073
104.0,0.82,0.095
104.0,0.19,0.385
105.0,0.22,0.356
104.0,0.85,0.034
105.0,0.48,0.128
52.5,0.24,0.064
0.0,0.0,0.0
83.0,65.0,0.242
105.0,0.0,0.056
105.0,0.3,0.069
104.0,1.2,0.028
104.0,0.43,0.636
104.0,0.62,0.328
105.0,1.0,0.025
25.9,75.0,0.045
105.0,0.41,0.035
105.0,0.17,0.049
104.0,0.91,0.044
104.0,0.32,0.222
105.0,0.21,0.03
104.0,0.4,0.034
104.0,0.18,0.074
105.0,0.27,0.027
104.0,0.57,0.035
104.0,0.39,0.08
105.0,0.0,0.033
104.0,0.63,0.029
104.0,0.76,0.027
104.0,0.27,0.032
104.0,0.28,0.244
105.0,0.21,0.38
104.0,0.66,0.167
104.0,0.47,0.298
105.0,0.12,0.289
104.0,0.86,0.082
104.0,0.74,0.406
104.0,0.86,0.025
105.0,0.11,0.126
104.0,0.61,0.215
105.0,0.46,0.181
105.0,0.27,0.115
103.0,1.8,0.338
105.0,0.18,0.161
105.0,0.1,0.09
104.0,0.54,0.115
104.0,0.62,0.15
105.0,0.1,0.042
104.0,0.43,0.026
104.0,0.54,0.037
104.0,0.54,0.057
103.0,1.7,0.032
104.0,0.48,0.156
105.0,0.3,0.027
105.0,0.19,0.029
104.0,0.44,0.025
105.0,0.0,0.038
104.0,1.0,0.061
105.0,0.67,0.031
104.0,0.74,0.045
104.0,0.35,0.349
104.0,0.58,0.106
104.0,1.0,0.382
105.0,0.3,0.025
105.0,0.15,0.021
105.0,0.31,0.19
104.0,0.46,0.387
105.0,0.11,0.032
104.0,0.84,0.344
105.0,0.31,0.15
104.0,0.55,0.035
104.0,0.48,0.333
104.0,0.61,0.434
105.0,0.38,0.186
104.0,0.3,0.383
104.0,0.65,0.362
105.0,0.47,0.315
104.0,0.55,0.22
104.0,0.77,0.468
102.0,2.2,0.025
104.0,1.2,0.264
105.0,0.045,0.246
105.0,0.52,0.053
104.0,0.54,0.114
105.0,0.56,0.033
105.0,0.19,0.026
104.0,0.27,0.073
104.0,0.61,0.119
105.0,0.23,0.036
105.0,0.28,0.026
104.0,0.0,0.51
105.0,0.13,0.476
104.0,0.47,0.309
105.0,0.022,0.225
105.0,0.11,0.626
105.0,0.11,0.357
105.0,0.28,0.195
105.0,0.2,0.216
104.0,0.42,0.027
105.0,0.056,0.319
104.0,0.46,0.023
104.0,0.77,0.149
105.0,0.28,0.169
104.0,0.41,0.08
104.0,0.56,0.058
103.0,1.6,0.116
104.0,0.44,0.38
104.0,0.94,0.575
104.0,0.63,0.367
104.0,0.57,0.096
52.0,0.285,0.048
52.0,0.285,0.048
0.0,0.0,0.0
87.1,76.0,0.066
104.0,0.36,0.234
103.0,1.2,0.205
105.0,0.36,0.221
104.0,0.68,0.227
103.0,1.6,0.058
104.0,0.57,0.023
105.0,0.38,0.328
104.0,0.47,0.028
104.0,1.3,0.211
104.0,0.98,0.382
104.0,0.84,0.069
105.0,0.16,0.028
105.0,0.034,0.282
102.0,2.3,0.036
104.0,0.67,0.026
105.0,0.09,0.206
104.0,0.89,0.33
102.0,2.7,0.025
103.0,1.7,0.332
104.0,0.98,0.293
105.0,0.0,0.569
102.0,1.4,0.361
106.0,0.62,0.04
104.0,0.85,0.273
104.0,0.25,0.023
104.0,1.2,0.228
104.0,0.45,0.03
104.0,0.67,0.095
104.0,0.64,0.104
104.0,0.89,0.294
101.0,2.2,0.092
106.0,0.82,0.031
104.0,0.56,0.337
96.2,8.2,0.049
103.0,1.5,0.106
104.0,0.83,0.169
104.0,0.16,0.013
105.0,0.53,0.023
104.0,0.52,0.025
103.0,2.4,0.199
104.0,1.1,0.227
104.0,0.81,0.033
105.0,0.17,0.067
104.0,0.57,0.332
103.0,1.7,0.032
104.0,0.35,0.024
104.0,0.4,0.236
102.0,2.2,0.427
104.0,0.85,0.025
104.0,1.2,0.255
105.0,0.26,0.328
105.0,0.067,0.024
103.0,1.6,0.047
104.0,0.47,0.321
105.0,0.11,0.026
105.0,0.28,0.273
104.0,1.1,0.052
103.0,1.5,0.023
104.0,0.34,0.327
105.0,0.55,0.088
104.0,0.46,0.036
104.0,0.86,0.318
103.0,1.8,0.121
104.0,0.57,0.022
104.0,0.97,0.318
104.0,0.6,0.222
104.0,0.76,0.029
104.0,0.68,0.264
104.0,0.8,0.022
104.0,1.1,0.025
104.0,0.65,0.296
105.0,0.0,0.021
104.0,0.77,0.335
102.0,2.7,0.232
103.0,1.6,0.023
104.0,0.44,0.018
104.0,0.09,0.09
105.0,0.0,0.012
105.0,0.17,0.008
104.0,1.2,0.338
105.0,0.0,0.025
105.0,0.39,0.034
105.0,0.31,0.03
104.0,0.48,0.063
105.0,0.37,0.254
104.0,0.34,0.363
104.0,0.76,0.03
75.775,20.834999999999997,0.092
47.55,40.91,0.154
104.0,0.49,0.03
104.0,0.54,0.652
104.0,0.3,0.161
105.0,0.0,0.056
105.0,0.19,0.132
105.0,0.056,0.023
105.0,0.0,0.38
105.0,0.0,0.007
105.0,0.0,0.025
104.0,0.34,0.057
105.0,0.1,0.025
82.675,16.058500000000002,0.035750000000000004
60.349999999999994,32.017,0.0465
105.0,0.19,0.029
105.0,0.27,0.036
105.0,0.0,0.021
105.0,0.0,0.025
105.0,0.0,0.046
105.0,0.22,0.022
105.0,0.056,0.024
105.0,0.0,0.03
105.0,0.0,0.021
105.0,0.11,0.022
104.0,0.49,0.037
105.0,0.0,0.02
105.0,0.26,0.023
105.0,0.034,0.023
105.0,0.13,0.024
105.0,0.0,0.36
104.0,0.034,0.028
105.0,0.0,0.287
105.0,0.0,0.291
11.1,0.0,0.027
103.0,48.0,0.287
105.0,0.09,0.289
105.0,0.12,0.025
105.0,0.0,0.038
105.0,0.0,0.008
105.0,0.0,0.296
105.0,0.21,0.047
105.0,0.0,0.048
104.0,0.92,0.049
104.0,0.59,0.035
104.0,0.62,0.022
105.0,0.12,0.281
104.0,0.94,0.033
104.0,0.67,0.024
104.0,0.47,0.027
104.0,0.38,0.027
63.785,24.454250000000002,0.0435
23.57,48.5285,0.06
105.0,0.37,0.023
104.0,0.55,0.041
104.0,0.85,0.012
104.0,0.36,0.078
104.0,0.73,0.159
105.0,0.39,0.021
103.0,2.2,0.316
104.0,0.44,0.198
104.0,0.22,0.025
105.0,0.29,0.08
105.0,0.21,0.258
104.0,0.54,0.034
105.0,0.067,0.024
104.0,0.85,0.322
104.0,0.3,0.03
105.0,0.4,0.044
104.0,0.11,0.025
105.0,0.51,0.025
105.0,0.056,0.079
104.0,0.2,0.046
105.0,0.36,0.046
104.0,0.56,0.023
104.0,0.69,0.04
104.0,0.62,0.049
104.0,0.99,0.042
105.0,0.0,0.022
104.0,1.1,0.331
103.0,1.4,0.022
104.0,0.58,0.009
105.0,0.56,0.022
104.0,1.0,0.193
103.0,1.2,0.053
105.0,0.38,0.184
104.0,0.57,0.022
105.0,0.1,0.022
104.0,0.47,0.045
105.0,0.49,0.022
104.0,0.49,0.022
104.0,0.34,0.041
105.0,0.55,0.024
104.0,1.0,0.024
105.0,0.28,0.024
104.0,0.36,0.063
104.0,1.7,0.021
52.0,0.85,0.0105
0.0,0.0,0.0
101.0,67.0,0.03
74.825,51.295,0.06375
48.65,35.59,0.0975
104.0,1.1,0.027
104.0,0.55,0.042
105.0,0.32,0.104
104.0,0.56,0.021
104.0,0.55,0.047
104.0,0.9,0.021
104.0,0.1,0.196
105.0,0.44,0.101
104.0,0.59,0.057
104.0,0.27,0.014
105.0,0.12,0.029
103.0,0.84,0.051
105.0,0.37,0.095
105.0,0.0,0.022
104.0,0.73,0.027
104.0,1.0,0.046
104.0,0.32,0.394
104.0,1.4,0.041
104.0,0.91,0.049
104.0,0.58,0.029
103.0,1.2,0.017
104.0,1.4,0.027
104.0,0.29,0.011
105.0,0.3,0.084
104.0,0.96,0.216
105.0,0.26,0.031
105.0,0.15,0.024
104.0,0.0,0.025
104.0,0.37,0.041
104.0,0.71,0.058
105.0,0.23,0.023
104.0,0.27,0.026
104.0,0.37,0.041
105.0,0.089,0.021
105.0,0.17,0.028
104.0,0.43,0.053
105.0,0.21,0.03
105.0,0.21,0.022
104.0,0.19,0.032
105.0,0.09,0.024
105.0,0.51,0.021
104.0,0.27,0.1
105.0,0.22,0.031
104.0,1.3,0.023
104.0,0.023,0.081
105.0,0.29,0.034
